fnm itn time info pred
prob_0.pkl 80 0.9131660461425781 105.66279786892471 127.57293701171875
prob_1.pkl 80 0.9013462066650391 98.85107674022927 134.88595581054688
prob_10.pkl 80 0.899817943572998 95.67552334425395 133.4246368408203
prob_11.pkl 80 0.9151930809020996 105.06700709016418 128.83226013183594
prob_12.pkl 80 0.9831359386444092 105.54810118773312 129.11489868164062
prob_13.pkl 80 0.9225130081176758 98.7356846696396 135.64993286132812
prob_14.pkl 80 0.8823201656341553 99.18248258547091 129.22181701660156
prob_15.pkl 80 0.9021320343017578 101.45601700496293 129.8538818359375
prob_16.pkl 80 0.9865729808807373 100.74483406404791 135.45748901367188
prob_17.pkl 80 0.8788268566131592 100.63390089234905 128.24105834960938
prob_18.pkl 80 0.9127049446105957 103.72640970800379 128.3097686767578
prob_19.pkl 80 0.9151029586791992 106.48904400713263 132.67677307128906
prob_2.pkl 80 0.9183480739593506 98.87676066201689 133.98086547851562
prob_20.pkl 80 0.9320778846740723 98.4086432020552 130.03445434570312
prob_21.pkl 80 0.903231143951416 96.72753468870644 131.04876708984375
prob_22.pkl 80 1.0079479217529297 102.55071645732228 132.62979125976562
prob_23.pkl 80 0.9469249248504639 98.50833144811757 130.95172119140625
prob_24.pkl 80 0.9174871444702148 101.33689037907291 134.81155395507812
prob_25.pkl 80 0.9079411029815674 96.67543174543187 131.91839599609375
prob_26.pkl 80 0.9907610416412354 104.3775358725637 129.18087768554688
prob_27.pkl 80 0.924058198928833 104.6484267264542 132.0351104736328
prob_28.pkl 80 0.9439961910247803 101.27570482233449 129.13133239746094
prob_29.pkl 80 0.8990819454193115 99.05810227434462 128.66856384277344
prob_3.pkl 80 0.9010238647460938 104.79358546315686 131.13409423828125
prob_30.pkl 80 0.9021399021148682 106.19976142108834 129.29039001464844
prob_31.pkl 80 0.9097590446472168 99.29007844420184 131.30294799804688
prob_32.pkl 80 0.9327220916748047 100.48981072348961 130.56884765625
prob_33.pkl 80 0.9206159114837646 101.46060202256649 133.25753784179688
prob_34.pkl 80 0.9122030735015869 100.99687759970527 131.87875366210938
prob_35.pkl 80 0.9683499336242676 104.80955160565209 132.22119140625
prob_36.pkl 80 0.9546639919281006 99.97638282831882 131.2882537841797
prob_37.pkl 80 0.9128291606903076 103.38352452982679 130.04470825195312
prob_38.pkl 80 0.8943939208984375 102.0057255586149 130.40380859375
prob_39.pkl 80 0.9134061336517334 102.46638601478286 129.42234802246094
prob_4.pkl 80 0.9160079956054688 101.48855174500514 128.18185424804688
prob_40.pkl 80 0.9566521644592285 100.30818834492186 128.3654327392578
prob_41.pkl 80 0.9103648662567139 99.97264923751553 132.37522888183594
prob_42.pkl 80 0.9073159694671631 104.12599484313785 126.72978973388672
prob_43.pkl 80 0.9838619232177734 104.36818429593788 134.3812255859375
prob_44.pkl 80 0.9316470623016357 99.39244361659269 132.86111450195312
prob_45.pkl 80 0.9172930717468262 103.32865799080781 133.192138671875
prob_46.pkl 80 0.9108750820159912 102.12839255303038 129.16293334960938
prob_47.pkl 80 0.9224481582641602 101.37390586168925 134.75987243652344
prob_48.pkl 80 0.8961279392242432 100.77337106358641 127.3126220703125
prob_49.pkl 80 0.9171299934387207 106.29188139256968 129.2213897705078
prob_5.pkl 80 0.98403000831604 98.98336928272565 132.8564453125
prob_50.pkl 80 0.9038980007171631 97.76496516648434 128.61366271972656
prob_51.pkl 80 0.8901679515838623 100.84872900434404 128.3465118408203
prob_52.pkl 80 0.8987200260162354 106.0337965603057 130.2822265625
prob_53.pkl 80 0.9385359287261963 100.83072296607492 129.30482482910156
prob_54.pkl 80 0.8976089954376221 99.91900131506817 132.40213012695312
prob_55.pkl 80 0.9143080711364746 102.5994858140653 128.8938751220703
prob_56.pkl 80 0.940093994140625 101.45595856654182 127.02154541015625
prob_57.pkl 80 0.9144308567047119 101.68681789660818 131.21356201171875
prob_58.pkl 80 0.8995139598846436 102.46381083571373 130.29660034179688
prob_59.pkl 80 0.9239208698272705 99.65564966043141 130.1944580078125
prob_6.pkl 80 0.944288969039917 102.38495676503946 129.27012634277344
prob_60.pkl 80 0.9108788967132568 98.0503315859199 130.43417358398438
prob_61.pkl 80 0.8758330345153809 102.06765955377348 132.12142944335938
prob_62.pkl 80 0.9759089946746826 103.46613767696319 133.32432556152344
prob_63.pkl 80 0.9351739883422852 107.59085081566377 129.45285034179688
prob_64.pkl 80 0.8806400299072266 98.9557173307046 130.1042022705078
prob_65.pkl 80 0.9300041198730469 99.83465636855371 132.22219848632812
prob_66.pkl 80 0.9271271228790283 97.43558368744586 132.6420135498047
prob_67.pkl 80 0.927048921585083 99.89817659187077 131.09373474121094
prob_68.pkl 80 0.8948230743408203 96.19162664695156 128.1970977783203
prob_69.pkl 80 0.916187047958374 98.67623270863106 135.0139617919922
prob_7.pkl 80 0.9589269161224365 99.7115657343792 127.21796417236328
prob_70.pkl 80 0.9056880474090576 98.22793900843547 132.12925720214844
