fnm itn time info pred
prob_71.pkl 80 0.9282240867614746 100.10987703614444 134.48141479492188
prob_72.pkl 80 0.9436459541320801 97.84777518687265 133.8809356689453
prob_73.pkl 80 0.8964908123016357 99.13853083042547 132.8633270263672
prob_74.pkl 80 0.8971958160400391 99.29028299210529 130.031982421875
prob_75.pkl 80 0.8938500881195068 96.51190069621357 126.99491119384766
prob_76.pkl 80 0.9190578460693359 102.75487894130703 131.60064697265625
prob_77.pkl 80 0.8985381126403809 99.44626932544995 130.2303466796875
prob_78.pkl 80 0.8845729827880859 99.07192090264546 130.53953552246094
prob_79.pkl 80 0.8956630229949951 105.55570788579124 130.04092407226562
prob_8.pkl 80 0.9408740997314453 99.59575693035798 130.57192993164062
prob_80.pkl 80 0.922551155090332 100.05130052884388 130.60462951660156
prob_81.pkl 80 0.9604501724243164 100.37692614278414 128.91297912597656
prob_82.pkl 80 0.9147958755493164 108.02501726881286 131.5201873779297
prob_83.pkl 80 0.9363369941711426 99.8286672699905 131.4887237548828
prob_84.pkl 80 0.9350268840789795 102.75140732809281 130.06512451171875
prob_85.pkl 80 0.8721201419830322 100.03759355432886 129.22018432617188
prob_86.pkl 80 0.9168150424957275 102.17333829956756 134.15040588378906
prob_87.pkl 80 0.8802449703216553 106.96051229016832 130.00521850585938
prob_88.pkl 80 0.9474999904632568 100.04230350563694 128.72137451171875
prob_89.pkl 80 0.9217178821563721 106.78364068448991 133.95172119140625
prob_9.pkl 80 0.8752391338348389 98.5511653153812 130.84469604492188
prob_90.pkl 80 0.9332120418548584 100.266976454536 133.06802368164062
prob_91.pkl 80 0.8959951400756836 98.71805210495062 134.49363708496094
prob_92.pkl 80 0.8789389133453369 99.88952937309493 127.06585693359375
prob_93.pkl 80 0.9101700782775879 104.54282066471737 134.2415008544922
prob_94.pkl 80 0.9080960750579834 98.2769898028988 131.38330078125
prob_95.pkl 80 0.9196341037750244 97.78419972866116 129.41143798828125
prob_96.pkl 80 0.9167931079864502 99.66929177744954 128.82241821289062
prob_97.pkl 80 0.9565608501434326 100.04449612564215 135.19064331054688
prob_98.pkl 80 0.9869959354400635 103.04769643149135 131.3424072265625
prob_99.pkl 80 0.8875210285186768 105.4176146398622 129.741455078125
0.9205910515785217 100
